pid,Player,Mat,Inns_bowl,Balls_bowled,Runs_given,Wkts_taken,Avg_bowl,Econ_bowl,SR_bowl,4wkt,5wkt,BBwkts,BBruns,debut,retire,team1,team2,team3
AOSuji19962008,AO Suji,60,46,1295,1175,21,55.95,5.44,61.6,0,0,2,14,1996,2008,KENYA,,
WasimRaja19731985,Wasim Raja,54,29,1036,687,21,32.71,3.97,49.3,1,0,4,25,1973,1985,PAK,,
MHYardy20062011,MH Yardy,28,28,1332,1075,21,51.19,4.84,63.4,0,0,3,24,2006,2011,ENG,,
KabirAli20032006,Kabir Ali,14,13,673,682,20,34.1,6.08,33.6,1,0,4,45,2003,2006,ENG,,
STRBinny20142015,STR Binny,14,12,490,439,20,21.95,5.37,24.5,0,1,6,4,2014,2015,INDIA,,
TSChisoro20152018,TS Chisoro,18,16,768,556,20,27.8,4.34,38.4,0,0,3,16,2015,2018,ZIM,,
DTChristian20122014,DT Christian,19,19,727,595,20,29.75,4.91,36.3,0,1,5,31,2012,2014,AUS,,
FaheemAshraf20172019,Faheem Ashraf,23,22,902,744,20,37.2,4.94,45.1,0,1,5,22,2017,2019,PAK,,
DRHadlee19731976,DR Hadlee,11,11,628,364,20,18.2,3.47,31.4,1,0,4,34,1973,1976,NZ,,
AJadeja19922000,A Jadeja,196,52,1248,1094,20,54.7,5.25,62.4,0,0,3,3,1992,2000,INDIA,,
RTLyons20062010,RT Lyons,25,23,1093,901,20,45.05,4.94,54.6,0,0,3,21,2006,2010,SCOT,,
NMadziva20142016,N Madziva,12,12,520,519,20,25.95,5.98,26.0,1,0,4,49,2014,2016,ZIM,,
JONgoche20102013,JO Ngoche,17,17,878,569,20,28.45,3.88,43.9,0,0,3,18,2010,2013,KENYA,,
KMAPaul20182019,KMA Paul,16,16,740,737,20,36.85,5.97,37.0,0,0,3,44,2018,2019,WI,,
NOPerry19992000,NO Perry,21,21,946,783,20,39.15,4.96,47.3,0,0,3,45,1999,2000,WI,,
NPokana20172019,N Pokana,14,14,641,503,20,25.15,4.7,32.0,0,0,3,25,2017,2019,PNG,,
RashidKhan19801985,Rashid Khan,29,28,1414,923,20,46.15,3.91,70.7,0,0,3,47,1980,1985,PAK,,
DAReeve19911996,DA Reeve,29,28,1147,820,20,41.0,4.28,57.3,0,0,3,20,1991,1996,ENG,,
ShoaibMohammad19841993,Shoaib Mohammad,63,35,919,725,20,36.25,4.73,45.9,0,0,3,20,1984,1993,PAK,,
RMLTaylor20132016,RML Taylor,15,15,713,617,20,30.85,5.19,35.6,0,0,3,39,2013,2016,SCOT,,
MHNWalker19741981,MHN Walker,17,17,1006,546,20,27.3,3.25,50.3,1,0,4,19,1974,1981,AUS,,
GGArnold19721975,GG Arnold,14,13,714,339,19,17.84,2.84,37.5,1,0,4,27,1972,1975,ENG,,
PVDChameera20152019,PVD Chameera,23,23,895,796,19,41.89,5.33,47.1,0,0,3,20,2015,2019,SL,,
TMChappell19801983,TM Chappell,20,14,736,538,19,28.31,4.38,38.7,0,0,3,31,1980,1983,AUS,,
EnamulHaque19902002,Enamul Haque,29,28,1238,1083,19,57.0,5.24,65.1,0,0,2,40,1990,2002,BDESH,,
AWGreig19721977,AW Greig,22,19,916,619,19,32.57,4.05,48.2,1,0,4,45,1972,1977,ENG,,
VAHolder19731978,VA Holder,12,12,681,454,19,23.89,4.0,35.8,0,1,5,50,1973,1978,WI,,
RDJackman19741983,RD Jackman,15,15,873,598,19,31.47,4.1,45.9,0,0,3,41,1974,1983,ENG,,
DSKulkarni20142016,DS Kulkarni,12,12,598,508,19,26.73,5.09,31.4,1,0,4,34,2014,2016,INDIA,,
MALeask20142019,MA Leask,34,31,1142,1019,19,53.63,5.35,60.1,1,0,4,37,2014,2019,SCOT,,
BJMcKechnie19751981,BJ McKechnie,14,14,818,495,19,26.05,3.63,43.0,0,0,3,23,1975,1981,NZ,,
JNMaguire19831984,JN Maguire,23,20,1009,769,19,40.47,4.57,53.1,0,0,3,61,1983,1984,AUS,,
MohammadAkram19952000,Mohammad Akram,23,21,989,790,19,41.57,4.79,52.0,0,0,2,28,1995,2000,PAK,,
MushfiqurRahman20002004,Mushfiqur Rahman,28,28,1332,983,19,51.73,4.42,70.1,0,0,2,21,2000,2004,BDESH,,
PDRLPerera19992007,PDRL Perera,19,19,888,820,19,43.15,5.54,46.7,0,0,3,23,1999,2007,SL,,
ShahidNazir19962000,Shahid Nazir,17,17,810,649,19,34.15,4.8,42.6,0,0,3,14,1996,2000,PAK,,
TShamsi20162019,T Shamsi,17,17,879,798,19,42.0,5.44,46.2,1,0,4,33,2016,2019,SA,,
MSheikh19972000,M Sheikh,21,21,778,625,19,32.89,4.82,40.9,1,0,4,36,1997,2000,KENYA,,
SohailKhan20082016,Sohail Khan,13,13,666,597,19,31.42,5.37,35.0,0,1,5,55,2008,2016,PAK,,
TanwirAfzal20142018,Tanwir Afzal,20,19,852,601,19,31.63,4.23,44.8,0,0,3,20,2014,2018,HKG,,
AJTraicos19831993,AJ Traicos,27,26,1524,987,19,51.94,3.88,80.2,0,0,3,35,1983,1993,ZIM,,
PCRTufnell19901997,PCR Tufnell,20,20,1020,699,19,36.78,4.11,53.6,1,0,4,22,1990,1997,ENG,,
AnwarAli20132016,Anwar Ali,22,22,927,944,18,52.44,6.11,51.5,0,0,3,66,2013,2016,PAK,,
GDCampbell19891990,GD Campbell,12,12,613,404,18,22.44,3.95,34.0,0,0,3,17,1989,1990,AUS,,
ROCollinge19731978,RO Collinge,15,15,859,479,18,26.61,3.34,47.7,0,1,5,23,1973,1978,NZ,,
MDDai20142018,MD Dai,18,18,954,675,18,37.5,4.24,53.0,0,0,3,58,2014,2018,PNG,,
DRGilbert19861986,DR Gilbert,14,14,684,552,18,30.66,4.84,38.0,0,1,5,46,1986,1986,AUS,,
DJHussey20082013,DJ Hussey,69,39,802,698,18,38.77,5.22,44.5,2,0,4,21,2008,2013,AUS,,
BDJulien19731977,BD Julien,12,12,778,463,18,25.72,3.57,43.2,2,0,4,20,1973,1977,WI,,
APKuiper19911996,AP Kuiper,25,19,588,518,18,28.77,5.28,32.6,0,0,3,33,1991,1996,SA,,
JLewis20052007,J Lewis,13,13,716,500,18,27.77,4.18,39.7,1,0,4,36,2005,2007,ENG,,
CSMartin20012008,CS Martin,20,19,948,804,18,44.66,5.08,52.6,0,0,3,62,2001,2008,NZ,,
MohammadAshraful20012013,Mohammad Ashraful,177,40,697,661,18,36.72,5.69,38.7,0,0,3,26,2001,2013,Asia,BDESH,
BMuzarabani20182018,B Muzarabani,18,18,786,733,18,40.72,5.59,43.6,1,0,4,47,2018,2018,ZIM,,
MVNagamootoo20002002,MV Nagamootoo,24,24,1189,998,18,55.44,5.03,66.0,1,0,4,32,2000,2002,WI,,
AHOmarshah19831996,AH Omarshah,28,25,1077,812,18,45.11,4.52,59.8,0,0,3,33,1983,1996,ZIM,,
RahatAli20122016,Rahat Ali,14,14,679,658,18,36.55,5.81,37.7,0,0,3,40,2012,2016,PAK,,
KTSandher20062007,KT Sandher,15,15,696,569,18,31.61,4.9,38.6,0,0,3,24,2006,2007,CAN,,
GCSmith20022013,GC Smith,197,43,1026,951,18,52.83,5.56,57.0,0,0,3,30,2002,2013,Afr,SA,
CBSole20162018,CB Sole,11,11,522,468,18,26.0,5.37,29.0,2,0,4,28,2016,2018,SCOT,,
REvanderMerwe20092019,RE van der Merwe,15,15,789,658,18,36.55,5.0,43.8,0,0,3,27,2009,2019,NL,SA,
KCWessels19831994,KC Wessels,109,23,749,666,18,37.0,5.33,41.6,0,0,2,16,1983,1994,AUS,SA,
AGWharf20042005,AG Wharf,13,13,584,428,18,23.77,4.39,32.4,1,0,4,24,2004,2005,ENG,,
LRWilliams19962001,LR Williams,15,15,659,556,18,30.88,5.06,36.6,0,0,3,16,1996,2001,WI,,
AdeelRaja20022011,Adeel Raja,21,21,846,690,17,40.58,4.89,49.7,1,0,4,42,2002,2011,NL,,
DJCapel19871990,DJ Capel,23,22,1038,805,17,47.35,4.65,61.0,0,0,3,38,1987,1990,ENG,,
EARdeSilva19861992,EAR de Silva,28,28,1374,967,17,56.88,4.22,80.8,0,0,3,38,1986,1992,SL,,
MVFleming19971998,MV Fleming,11,11,523,434,17,25.52,4.97,30.7,1,0,4,45,1997,1998,ENG,,
HHKanitkar19972000,HH Kanitkar,34,28,1006,803,17,47.23,4.78,59.1,0,0,2,22,1997,2000,INDIA,,
JJCLawson20012005,JJC Lawson,13,12,558,498,17,29.29,5.35,32.8,1,0,4,57,2001,2005,WI,,
MohammadNawaz20162019,Mohammad Nawaz,15,15,699,607,17,35.7,5.21,41.1,1,0,4,42,2016,2019,,PAK,
JNyumbu20142015,J Nyumbu,19,18,844,738,17,43.41,5.24,49.6,0,0,3,42,2014,2015,ZIM,,
PADLRSandakan20162019,PADLR Sandakan,21,20,961,1031,17,60.64,6.43,56.5,1,0,4,52,2016,2019,SL,,
AShahzad20102011,A Shahzad,11,11,588,490,17,28.82,5.0,34.5,0,0,3,41,2010,2011,ENG,,
PMSiddle20092019,PM Siddle,20,19,901,743,17,43.7,4.94,53.0,0,0,3,55,2009,2019,AUS,,
JTheron20102019,J Theron,9,9,412,379,17,22.29,5.51,24.2,0,1,5,44,2010,2019,SA,USA,
AizazKhan20142018,Aizaz Khan,19,19,728,680,16,42.5,5.6,45.5,0,0,2,26,2014,2018,HKG,,
AsifIqbal19731979,Asif Iqbal,10,10,592,378,16,23.62,3.83,37.0,1,0,4,56,1973,1979,PAK,,
JPBehrendorff20192019,JP Behrendorff,11,11,591,517,16,32.31,5.24,36.9,0,1,5,44,2019,2019,AUS,,
SMBoland20162016,SM Boland,14,13,716,725,16,45.31,6.07,44.7,0,0,3,67,2016,2016,AUS,,
GRCodrington20062007,GR Codrington,17,17,731,577,16,36.06,4.73,45.6,1,0,4,33,2006,2007,CAN,,
CDdeLange20162017,CD de Lange,13,12,546,371,16,23.18,4.07,34.1,0,1,5,60,2016,2017,SCOT,,
EhsanNawaz20142018,Ehsan Nawaz,12,12,513,458,16,28.62,5.35,32.0,2,0,4,47,2014,2018,HKG,,
GJGilmour19741975,GJ Gilmour,5,5,320,165,16,10.31,3.09,20.0,0,2,6,14,1974,1975,AUS,,
PJCHoffmann20062007,PJC Hoffmann,18,17,743,555,16,34.68,4.48,46.4,0,0,3,22,2006,2007,SCOT,,
SHUKarnain19841990,SHU Karnain,19,14,635,505,16,31.56,4.77,39.6,0,1,5,26,1984,1990,SL,,
DEMalcolm19901994,DE Malcolm,10,10,526,404,16,25.25,4.6,32.8,0,0,3,40,1990,1994,ENG,,
SMatsikenyeri20022015,S Matsikenyeri,113,38,920,778,16,48.62,5.07,57.5,0,0,2,25,2002,2015,ZIM,,
JLPattinson20112015,JL Pattinson,15,15,727,681,16,42.56,5.62,45.4,1,0,4,51,2011,2015,AUS,,
BSSandhu19821984,BS Sandhu,22,21,1110,763,16,47.68,4.12,69.3,0,0,3,27,1982,1984,INDIA,,
RRSarwan20002013,RR Sarwan,181,25,581,586,16,36.62,6.05,36.3,0,0,3,31,2000,2013,WI,,
MCSorensen20132016,MC Sorensen,13,12,543,520,16,32.5,5.74,33.9,1,0,4,40,2013,2016,IRE,,
RJWTopley20152016,RJW Topley,10,10,463,410,16,25.62,5.31,28.9,1,0,4,50,2015,2016,ENG,,
RJTrott20072009,RJ Trott,11,11,537,412,16,25.75,4.6,33.5,1,0,4,46,2007,2009,BMUDA,,
MPVaughan20012007,MP Vaughan,86,28,796,649,16,40.56,4.89,49.7,1,0,4,22,2001,2007,ENG,,
RVijayBharadwaj19992002,R Vijay Bharadwaj,10,9,372,307,16,19.18,4.95,23.2,0,0,3,34,1999,2002,INDIA,,
ZakirKhan19841990,Zakir Khan,17,16,646,494,16,30.87,4.58,40.3,1,0,4,19,1984,1990,PAK,,
MRAdair20192019,MR Adair,9,9,484,509,15,33.93,6.3,32.2,2,0,4,19,2019,2019,IRE,,
KKAhmed20182019,KK Ahmed,11,11,480,465,15,31.0,5.81,32.0,0,0,3,13,2018,2019,INDIA,,
PJWAllott19821985,PJW Allott,13,13,819,552,15,36.8,4.04,54.6,0,0,3,41,1982,1985,ENG,,
CJAAmini20142019,CJA Amini,15,15,732,560,15,37.33,4.59,48.8,1,0,4,27,2014,2019,PNG,,
AzeemHafeez19831985,Azeem Hafeez,15,14,719,586,15,39.06,4.89,47.9,1,0,4,22,1983,1985,PAK,,
SLBoock19781987,SL Boock,14,13,700,513,15,34.2,4.39,46.6,0,0,3,28,1978,1987,NZ,,
DCCBorden20062008,DCC Borden,12,12,411,392,15,26.13,5.72,27.4,1,0,4,30,2006,2008,BMUDA,,
DanishKaneria20012007,Danish Kaneria,18,18,854,683,15,45.53,4.79,56.9,0,0,3,31,2001,2007,PAK,,
GDymock19741980,G Dymock,15,14,806,412,15,27.46,3.06,53.7,0,0,2,21,1974,1980,AUS,,
TCBFernando20012003,TCB Fernando,17,17,700,586,15,39.06,5.02,46.6,0,1,5,67,2001,2003,SL,,
KDGhavri19751981,KD Ghavri,19,19,1033,708,15,47.2,4.11,68.8,0,0,3,40,1975,1981,INDIA,,
SLamichhane20182019,S Lamichhane,6,6,319,222,15,14.8,4.17,21.2,2,0,4,24,2018,2019,NEPAL,,
NCMcGarrell19982001,NC McGarrell,17,17,859,681,15,45.4,4.75,57.2,0,0,3,32,1998,2001,WI,,
KHMacLeay19831987,KH MacLeay,16,16,857,626,15,41.73,4.38,57.1,0,1,6,39,1983,1987,AUS,,
GHO'Brien20062008,GH O'Brien,9,9,456,405,15,27.0,5.32,30.4,0,0,3,31,2006,2008,BMUDA,,
SSPathirana20152017,SS Pathirana,18,18,765,720,15,48.0,5.64,51.0,0,0,3,37,2015,2017,SL,,
SMPatil19801986,SM Patil,45,20,864,589,15,39.26,4.09,57.6,0,0,2,28,1980,1986,INDIA,,
RajinSaleh20032006,Rajin Saleh,43,19,539,459,15,30.6,5.1,35.9,1,0,4,16,2003,2006,BDESH,,
AKSharma19881993,AK Sharma,31,29,1140,875,15,58.33,4.6,76.0,0,0,3,41,1988,1993,INDIA,,
LSivaramakrishnan19851987,L Sivaramakrishnan,16,16,756,538,15,35.86,4.26,50.4,0,0,3,35,1985,1987,INDIA,,
CTTremlett20052011,CT Tremlett,15,15,784,705,15,47.0,5.39,52.2,1,0,4,32,2005,2011,ENG,,
JTCVaughan19921996,JTC Vaughan,18,17,696,524,15,34.93,4.51,46.4,1,0,4,33,1992,1996,NZ,,
UWMBCAWelegedara20092010,UWMBCA Welegedara,10,9,457,433,15,28.86,5.68,30.4,0,1,5,66,2009,2010,SL,,
LJWright20072014,LJ Wright,50,37,1038,884,15,58.93,5.1,69.2,0,0,2,34,2007,2014,ENG,,
JOAngara19972003,JO Angara,17,15,588,569,14,40.64,5.8,42.0,0,0,3,30,1997,2003,KENYA,,
AnshumanRath20142018,Anshuman Rath,18,7,337,167,14,11.92,2.97,24.0,0,0,3,22,2014,2018,HKG,,
FBehardien20132018,F Behardien,59,35,748,719,14,51.35,5.76,53.4,0,0,3,19,2013,2018,SA,,
DEBernard20032010,DE Bernard,20,17,624,526,14,37.57,5.05,44.5,0,0,3,32,2003,2010,WI,,
GSBlewett19951999,GS Blewett,32,24,749,646,14,46.14,5.17,53.5,0,0,2,6,1995,1999,AUS,,
SChanderpaul19942011,S Chanderpaul,268,28,740,636,14,45.42,5.15,52.8,0,0,3,18,1994,2011,WI,,
GJCosier19751979,GJ Cosier,9,8,409,248,14,17.71,3.63,29.2,0,1,5,18,1975,1979,AUS,,
JWMDalrymple20062007,JWM Dalrymple,27,23,840,666,14,47.57,4.75,60.0,0,0,2,5,2006,2007,ENG,,
EnamulHaquejnr20052009,Enamul Haque jnr,10,10,576,422,14,30.14,4.39,41.1,0,0,3,16,2005,2009,BDESH,,
UCHathurusingha19921999,UC Hathurusingha,35,25,954,709,14,50.64,4.45,68.1,1,0,4,57,1992,1999,SL,,
Jalal-ud-Din19821983,Jalal-ud-Din,8,7,306,211,14,15.07,4.13,21.8,1,0,4,32,1982,1983,PAK,,
SKWKelly20062009,SKW Kelly,10,10,389,371,14,26.5,5.72,27.7,0,0,3,36,2006,2009,BMUDA,,
DMongia20012007,D Mongia,57,21,640,571,14,40.78,5.35,45.7,0,0,3,31,2001,2007,INDIA,,
MosaddekHossain20162019,Mosaddek Hossain,35,33,902,787,14,56.21,5.23,64.4,0,0,3,13,2016,2019,BDESH,,
ANao20172019,A Nao,13,13,613,495,14,35.35,4.84,43.7,0,0,3,40,2017,2019,PNG,,
JDNel20062010,JD Nel,19,19,730,649,14,46.35,5.33,52.1,1,0,4,25,2006,2010,SCOT,,
IEO'Brien20082009,IE O'Brien,10,10,453,488,14,34.85,6.46,32.3,0,0,3,68,2008,2009,NZ,,
RahmatShah20132019,Rahmat Shah,73,26,524,504,14,36.0,5.77,37.4,0,1,5,32,2013,2019,AFG,,
RummanRaees20172018,Rumman Raees,9,9,463,464,14,33.14,6.01,33.0,0,0,3,49,2017,2018,PAK,,
JASnow19711975,JA Snow,9,8,538,232,14,16.57,2.58,38.4,2,0,4,11,1971,1975,ENG,,
SohrawordiShuvo20102011,Sohrawordi Shuvo,17,17,762,572,14,40.85,4.5,54.4,0,0,3,14,2010,2011,BDESH,,
SAAnkola19891997,SA Ankola,20,20,807,615,13,47.3,4.57,62.0,0,0,3,33,1989,1997,INDIA,,
MPBicknell19901991,MP Bicknell,7,7,413,347,13,26.69,5.04,31.7,0,0,3,55,1990,1991,ENG,,
KDBoyce19731975,KD Boyce,8,8,470,313,13,24.07,3.99,36.1,1,0,4,50,1973,1975,WI,,
STClarke19781982,ST Clarke,10,10,524,245,13,18.84,2.8,40.3,0,0,3,22,1978,1982,WI,,
PCConnell20082010,PC Connell,13,12,564,518,13,39.84,5.51,43.3,0,0,3,68,2008,2010,IRE,,
TLWCooper20102013,TLW Cooper,23,19,553,438,13,33.69,4.75,42.5,0,0,3,11,2010,2013,NL,,
PWHdeSilva20172019,PWH de Silva,12,12,403,429,13,33.0,6.38,31.0,0,0,3,15,2017,2019,SL,,
HamzaTahir20192019,Hamza Tahir,6,6,338,228,13,17.53,4.04,26.0,1,1,5,38,2019,2019,SCOT,,
MNHart19942002,MN Hart,13,12,572,373,13,28.69,3.91,44.0,0,1,5,22,1994,2002,NZ,,
RSHiggins20062006,RS Higgins,11,11,544,380,13,29.23,4.19,41.8,1,0,4,21,2006,2006,ZIM,,
IjazFaqih19801988,Ijaz Faqih,27,25,1116,819,13,63.0,4.4,85.8,1,0,4,43,1980,1988,PAK,,
CBRLSKumara20172019,CBRLS Kumara,13,13,544,623,13,47.92,6.87,41.8,0,0,2,26,2017,2019,SL,,
MajidKhan19731982,Majid Khan,23,15,658,374,13,28.76,3.41,50.6,0,0,3,27,1973,1982,PAK,,
ADMascarenhas20072009,AD Mascarenhas,20,20,822,634,13,48.76,4.62,63.2,0,0,3,23,2007,2009,ENG,,
MinhajulAbedin19861999,Minhajul Abedin,27,18,546,511,13,39.3,5.61,42.0,0,0,2,39,1986,1999,BDESH,,
MohammadHussain19971998,Mohammad Hussain,14,13,672,547,13,42.07,4.88,51.6,1,0,4,33,1997,1998,PAK,,
SNNetravalkar20192019,SN Netravalkar,9,9,403,210,13,16.15,3.12,31.0,0,1,5,32,2019,2019,USA,,
ASAPerera19982001,ASA Perera,20,18,579,522,13,40.15,5.4,44.5,0,0,2,25,1998,2001,SL,,
MDKPerera20072018,MDK Perera,13,10,456,409,13,31.46,5.38,35.0,0,0,3,48,2007,2018,SL,,
DJReekers20062009,DJ Reekers,19,13,510,436,13,33.53,5.12,39.2,0,0,3,54,2006,2009,NL,,
JBReva20162018,JB Reva,9,9,405,357,13,27.46,5.28,31.1,0,0,3,40,2016,2018,PNG,,
SharafuddinAshraf20142019,Sharafuddin Ashraf,17,17,764,559,13,43.0,4.39,58.7,0,0,3,29,2014,2019,AFG,,
JNSnape20012002,JN Snape,10,10,529,403,13,31.0,4.57,40.6,0,0,3,43,2001,2002,ENG,,
SompalKami20182019,Sompal Kami,6,6,301,247,13,19.0,4.92,23.1,0,1,5,33,2018,2019,NEPAL,,
TareqAziz20022004,Tareq Aziz,10,10,465,424,13,32.61,5.47,35.7,0,0,3,19,2002,2004,BDESH,,
SThuraisingam20032008,S Thuraisingam,10,10,421,305,13,23.46,4.34,32.3,1,0,4,35,2003,2008,CAN,,
JJTucker20062009,JJ Tucker,26,21,819,701,13,53.92,5.13,63.0,0,0,2,23,2006,2009,BMUDA,,
JJvanderWath20062007,JJ van der Wath,10,10,526,551,13,42.38,6.28,40.4,0,0,2,21,2006,2007,SA,,
PWilley19771986,P Willey,26,22,1031,659,13,50.69,3.83,79.3,0,0,3,33,1977,1986,ENG,,
PWilson19971998,P Wilson,11,11,562,450,13,34.61,4.8,43.2,0,0,3,39,1997,1998,AUS,,
AftabAhmed20042010,Aftab Ahmed,85,30,739,656,12,54.66,5.32,61.5,0,1,5,31,2004,2010,BDESH,,
AhsanMalik20112014,Ahsan Malik,12,11,471,408,12,34.0,5.19,39.2,0,0,3,38,2011,2014,NL,,
MAzharuddin19852000,M Azharuddin,334,24,552,479,12,39.91,5.2,46.0,0,0,3,19,1985,2000,INDIA,,
WDBalajiRao20082011,WD Balaji Rao,10,10,474,448,12,37.33,5.67,39.5,1,0,4,57,2008,2011,CAN,,
HRBryan19991999,HR Bryan,15,15,722,518,12,43.16,4.3,60.1,1,0,4,24,1999,1999,WI,,
IPButchart19831995,IP Butchart,20,16,702,640,12,53.33,5.47,58.5,0,0,3,57,1983,1995,ZIM,,
ADRCampbell19922003,ADR Campbell,188,30,509,434,12,36.16,5.11,42.4,0,0,2,20,1992,2003,ZIM,,
PADesai20102014,PA Desai,13,13,612,485,12,40.41,4.75,51.0,0,0,3,35,2010,2014,CAN,,
ABDinda20102013,AB Dinda,13,13,594,612,12,51.0,6.18,49.5,0,0,2,44,2010,2013,INDIA,,
HDurham20062006,H Durham,9,8,400,343,12,28.58,5.14,33.3,1,0,4,45,2006,2006,BMUDA,,
AMEllis20122013,AM Ellis,15,13,480,425,12,35.41,5.31,40.0,0,0,2,22,2012,2013,NZ,,
RMEllison19841986,RM Ellison,14,14,696,510,12,42.5,4.39,58.0,0,0,3,42,1984,1986,ENG,,
AMGuruge20142015,AM Guruge,7,7,351,337,12,28.08,5.76,29.2,1,0,4,56,2014,2015,UAE,,
TMHead20162018,TM Head,42,26,765,737,12,61.41,5.78,63.7,0,0,2,22,2016,2018,AUS,,
PAHitchcock20022008,PA Hitchcock,14,12,558,468,12,39.0,5.03,46.5,0,0,3,30,2002,2008,NZ,,
AGHurst19751979,AG Hurst,8,7,402,203,12,16.91,3.02,33.5,0,1,5,21,1975,1979,AUS,,
IqbalQasim19771988,Iqbal Qasim,15,14,664,500,12,41.66,4.51,55.3,0,0,3,13,1977,1988,PAK,,
KabirKhan19942000,Kabir Khan,10,9,371,303,12,25.25,4.9,30.9,0,0,2,23,1994,2000,PAK,,
TPKamungozi20062015,TP Kamungozi,14,13,636,548,12,45.66,5.16,53.0,0,0,2,36,2006,2015,ZIM,,
KhurramKhan20042015,Khurram Khan,16,11,498,432,12,36.0,5.2,41.5,1,0,4,32,2004,2015,UAE,,
RKKleinveldt20132013,RK Kleinveldt,10,10,513,448,12,37.33,5.23,42.7,1,0,4,22,2013,2013,SA,,
CMKuggeleijn19881989,CM Kuggeleijn,16,16,817,604,12,50.33,4.43,68.0,0,0,2,31,1988,1989,NZ,,
GALamb20102011,GA Lamb,15,15,642,467,12,38.91,4.36,53.5,0,0,3,45,2010,2011,ZIM,,
SGLaw19941999,SG Law,54,25,807,635,12,52.91,4.72,67.2,0,0,2,22,1994,1999,AUS,,
RJMcCurdy19851985,RJ McCurdy,11,11,515,375,12,31.25,4.36,42.9,0,0,3,19,1985,1985,AUS,,
DRMartyn19922006,DR Martyn,208,31,794,704,12,58.66,5.31,66.1,0,0,2,21,1992,2006,AUS,,
SFMire20142019,SF Mire,47,19,507,515,12,42.91,6.09,42.2,1,0,4,43,2014,2019,ZIM,,
SONgoche20102014,SO Ngoche,14,13,569,431,12,35.91,4.54,47.4,0,0,2,28,2010,2014,KENYA,,
MAParker20102010,MA Parker,10,10,414,327,12,27.25,4.73,34.5,1,0,4,33,2010,2010,SCOT,,
RGPetrie19901991,RG Petrie,12,12,660,449,12,37.41,4.08,55.0,0,0,2,25,1990,1991,NZ,,
PWERawson19831987,PWE Rawson,10,10,571,427,12,35.58,4.48,47.5,0,0,3,47,1983,1987,ZIM,,
JDRyder20082014,JD Ryder,48,19,407,412,12,34.33,6.07,33.9,0,0,3,29,2008,2014,NZ,,
SimiSingh20172019,Simi Singh,15,12,570,378,12,31.5,3.97,47.5,0,0,3,15,2017,2019,IRE,,
SRThompson20132017,SR Thompson,20,16,559,490,12,40.83,5.25,46.5,0,0,2,17,2013,2017,IRE,,
AJTye20182018,AJ Tye,7,7,387,392,12,32.66,6.07,32.2,0,1,5,46,2018,2018,AUS,,
IUdana20122019,I Udana,15,15,639,631,12,52.58,5.92,53.2,0,0,2,41,2012,2019,SL,,
KEAUpashantha19952001,KEA Upashantha,12,12,564,481,12,40.08,5.11,47.0,1,0,4,37,1995,2001,SL,,
RRWatson20062010,RR Watson,35,17,570,528,12,44.0,5.55,47.5,0,0,3,18,2006,2010,SCOT,,
CLWhite20052018,CL White,91,19,331,351,12,29.25,6.36,27.5,0,0,3,5,2005,2018,AUS,,
PJWiseman19982003,PJ Wiseman,15,13,450,368,12,30.66,4.9,37.5,1,0,4,45,1998,2003,NZ,,
AamerNazir19931995,Aamer Nazir,9,9,417,346,11,31.45,4.97,37.9,0,0,3,43,1993,1995,PAK,,
VRAaron20112014,VR Aaron,9,9,380,419,11,38.09,6.61,34.5,0,0,3,24,2011,2014,INDIA,,
RWAli19961997,RW Ali,9,9,338,255,11,23.18,4.52,30.7,0,0,3,17,1996,1997,KENYA,,
AmirHayat20182019,Amir Hayat,9,9,449,382,11,34.72,5.1,40.8,0,0,3,19,2018,2019,UAE,,
LSBaker20082009,LS Baker,10,9,426,355,11,32.27,5.0,38.7,0,0,3,47,2008,2009,WI,,
RLChase20172019,RL Chase,25,18,641,511,11,46.45,4.78,58.2,0,0,3,30,2017,2019,WI,,
RClarke20032006,R Clarke,20,14,469,415,11,37.72,5.3,42.6,0,0,2,28,2003,2006,ENG,,
HTDavis19941997,HT Davis,11,11,432,436,11,39.63,6.05,39.2,1,0,4,35,1994,1997,NZ,,
ZGroenewald20192019,Z Groenewald,4,4,198,130,11,11.81,3.93,18.0,0,1,5,20,2019,2019,NAM,,
HFGurney20142014,HF Gurney,10,10,455,432,11,39.27,5.69,41.3,1,0,4,55,2014,2014,ENG,,
HarisSohail20132019,Haris Sohail,41,21,642,613,11,55.72,5.72,58.3,0,0,3,45,2013,2019,PAK,,
HaseebAmjad20142016,Haseeb Amjad,7,7,342,288,11,26.18,5.05,31.0,0,0,3,49,2014,2016,HKG,,
DWHeadley19961999,DW Headley,13,13,594,520,11,47.27,5.25,54.0,0,0,2,38,1996,1999,ENG,,
HJHowarth19731975,HJ Howarth,9,8,492,280,11,25.45,3.41,44.7,0,0,3,29,1973,1975,NZ,,
RLJohnson20032003,RL Johnson,10,9,402,239,11,21.72,3.56,36.5,0,0,3,22,2003,2003,ENG,,
CLKing19761980,CL King,18,15,744,529,11,48.09,4.26,67.6,1,0,4,23,1976,1980,WI,,
NMKulkarni19971998,NM Kulkarni,10,8,402,357,11,32.45,5.32,36.5,0,0,3,27,1997,1998,INDIA,,
RTLatham19901994,RT Latham,33,21,450,386,11,35.09,5.14,40.9,0,1,5,32,1990,1994,NZ,,
PLever19711975,P Lever,10,9,440,261,11,23.72,3.55,40.0,1,0,4,35,1971,1975,ENG,,
